College Name,Classification Instructional Program En Title,Head Count - Fall
St. Clair College,Respiratory care therapy/therapist,73
St. Clair College,"Restaurant, culinary and catering management/manager",73
St. Clair College,Security and loss prevention services,327
St. Clair College,Stationary energy sources installer and operator CAN,70
St. Clair College,"Teaching assistants/aides, general",116
St. Clair College,Technical theatre/theatre design and technology,41
St. Clair College,Tourism and travel services marketing operations,103
St. Clair College,"Traffic, customs and transportation clerk/technician",70
St. Clair College,Veterinary/animal health technology/technician and veterinary assistant,85
St. Clair College,"Visual and performing arts, other",73
St. Clair College,"Web page, digital/multimedia and information resources design",51
St. Clair College,Welding technology/welder,62
St. Clair College,"Woodworking, general",53
St. Clair College,Youth services/administration,223
St. Lawrence College,Accounting and business/management,193
St. Lawrence College,Advertising,36
St. Lawrence College,Aesthetician/esthetician and skin care specialist,35
St. Lawrence College,"Animation, interactive technology, video graphics and special effects",42
St. Lawrence College,Automobile/automotive mechanics technology/technician,N/A
St. Lawrence College,Behavioural sciences,405
St. Lawrence College,Biology technician/biotechnology laboratory technician,91
St. Lawrence College,"Business administration and management, general",38
St. Lawrence College,"Business/commerce, general",90
St. Lawrence College,Carpentry/carpenter,53
St. Lawrence College,Child care provider/assistant,252
St. Lawrence College,Civil engineering technology/technician,139
St. Lawrence College,Clinical laboratory science/medical technology/technologist,110
St. Lawrence College,Clinical/medical laboratory technician,42
St. Lawrence College,"Communication disorders sciences and services, other",22
St. Lawrence College,Computer systems analysis/analyst,98
St. Lawrence College,Corrections,98
St. Lawrence College,Criminal justice/police science,322
St. Lawrence College,Culinary arts/chef training,16
St. Lawrence College,"Electrical, electronic and communications engineering technology/technician",91
St. Lawrence College,Emergency medical technology/technician (EMT paramedic),83
St. Lawrence College,Energy management and systems technology/technician,67
St. Lawrence College,"Fine/studio arts, general",23
St. Lawrence College,Fire science/firefighting,28
St. Lawrence College,General office occupations and clerical services,13
St. Lawrence College,General studies,176
St. Lawrence College,Graphic design,123
St. Lawrence College,Hair styling/stylist and hair design,73
St. Lawrence College,Health aide,54
St. Lawrence College,"Health and physical education/fitness, general",120
St. Lawrence College,Health information/medical records administration/administrator,22
St. Lawrence College,"Health services/allied health/health sciences, general",N/A
St. Lawrence College,"Health/medical preparatory programs, other",127
St. Lawrence College,"Hospitality administration/management, general",54
St. Lawrence College,Hotel/motel administration/management,34
St. Lawrence College,"Human resources management/personnel administration, general",122
St. Lawrence College,Instrumentation technology/technician,48
St. Lawrence College,"Journalism, general",22
St. Lawrence College,Legal administrative assistant/secretary,10
St. Lawrence College,"Legal professions and studies, other",29
St. Lawrence College,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl., AAS)",337
St. Lawrence College,"Marketing/marketing management, general",118
St. Lawrence College,Mechanical engineering/mechanical technology/technician,34
St. Lawrence College,Medical office management/administration,60
St. Lawrence College,"Music performance, general",148
St. Lawrence College,"Natural resources conservation and research, other",31
St. Lawrence College,Network and system administration/administrator,68
St. Lawrence College,Not Codeable,454
St. Lawrence College,"Restaurant, culinary and catering management/manager",19
St. Lawrence College,"Social work, general",218
St. Lawrence College,Stationary energy sources installer and operator CAN,27
St. Lawrence College,Veterinary/animal health technology/technician and veterinary assistant,166
St. Lawrence College,Welding technology/welder,22
St. Lawrence College,Youth services/administration,273
