#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,NOC_CODE_RANK,NOC_CODE_PERCENTAGE,NOC_CODE_CODE,NOC_DESCRIPTION_ENGLISH,NOC_DESCRIPTION_FRENCH
Program,C-43113,B,B17,2,9,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,C-43113,B,B17,2,9,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-43113,B,B17,2,9,6742,"Other service support occupations, n.e.c.","Autre personnel de soutien en service, n.c.a."
Program,C-43113,B,B17,2,9,7452,Material handlers,Manutentionnaires
Program,C-43113,B,B17,2,9,9522,"Motor vehicle assemblers, inspectors and testers","Assembleurs/assembleuses, contrôleurs/contrôleuses et vérificateurs/vérificatrices de véhicules automobiles"
Program,C-43200,B,B17,1,16,6322,Cooks,Cuisiniers/cuisinières
Program,C-43200,B,B17,2,13,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-43200,B,B17,4,11,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,C-43200,B,B17,5,8,6611,Cashiers,Caissiers/caissières
Program,C-43200,B,B17,2,13,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-43201,B,B17,3,11,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,C-43201,B,B17,5,6,6311,Food service supervisors,Superviseurs/superviseures des services alimentaires
Program,C-43201,B,B17,1,17,6322,Cooks,Cuisiniers/cuisinières
Program,C-43201,B,B17,5,6,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-43201,B,B17,1,17,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,C-43201,B,B17,5,6,6611,Cashiers,Caissiers/caissières
Program,C-43201,B,B17,4,9,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-43203,B,B17,2,4,6322,Cooks,Cuisiniers/cuisinières
Program,C-43203,B,B17,4,3,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-43203,B,B17,5,3,6611,Cashiers,Caissiers/caissières
Program,C-43203,B,B17,1,53,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-43203,B,B17,3,3,6731,Light duty cleaners,Préposés/préposées à l'entretien ménager et au nettoyage - travaux légers
Program,C-43205,B,B16,1,18,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-43205,B,B16,4,5,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,C-43205,B,B16,2,15,6521,Travel counsellors,Conseillers/conseillères en voyages
Program,C-43205,B,B16,3,10,6611,Cashiers,Caissiers/caissières
Program,C-43205,B,B16,4,5,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-43217,A,A15,1,33,6322,Cooks,Cuisiniers/cuisinières
Program,C-43217,A,A15,1,33,6512,Bartenders,Barmans/barmaids
Program,C-43217,A,A15,1,33,7271,Carpenters,Charpentiers-menuisiers/charpentières-menuisières
Program,C-43303,H,H01,3,8,111,Financial managers,Directeurs financiers/directrices financières
Program,C-43303,H,H01,2,17,1241,Administrative assistants,Adjoints administratifs/adjointes administratives
Program,C-43303,H,H01,3,8,6231,Insurance agents and brokers,Agents/agentes et courtiers/courtières d'assurance
Program,C-43303,H,H01,1,58,6346,Funeral directors and embalmers,Directeurs/directrices de funérailles et embaumeurs/embaumeuses
Program,C-43303,H,H01,3,8,6742,"Other service support occupations, n.e.c.","Autre personnel de soutien en service, n.c.a."
Program,C-43400,A,A03,1,53,6341,Hairstylists and barbers,Coiffeurs/coiffeuses et barbiers/barbières
Program,C-43400,A,A03,4,6,6562,"Estheticians, electrologists and related occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé"
Program,C-43400,A,A03,3,7,6611,Cashiers,Caissiers/caissières
Program,C-43400,A,A03,2,8,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-43400,A,A03,5,4,6742,"Other service support occupations, n.e.c.","Autre personnel de soutien en service, n.c.a."
Program,C-43601,B,B17,4,7,1241,Administrative assistants,Adjoints administratifs/adjointes administratives
Program,C-43601,B,B17,4,7,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,C-43601,B,B17,4,7,6211,Retail sales supervisors,Superviseurs/superviseures des ventes - commerce de détail
Program,C-43601,B,B17,4,7,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-43601,B,B17,2,14,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,C-43601,B,B17,2,14,6522,Pursers and flight attendants,Commissaires et agents/agentes de bord
Program,C-43601,B,B17,4,7,6541,Security guards and related security service occupations,Agents/agentes de sécurité et personnel assimilé des services de sécurité
Program,C-43601,B,B17,1,21,6611,Cashiers,Caissiers/caissières
Program,C-43601,B,B17,4,7,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-43601,B,B17,4,7,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers","Mécaniciens/mécaniciennes et réparateurs/réparatrices de véhicules automobiles, de camions et d'autobus"
Program,C-43901,A,A08,3,9,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,C-43901,A,A08,2,22,5244,Artisans and craftspersons,Artisans/artisanes
Program,C-43901,A,A08,5,4,6211,Retail sales supervisors,Superviseurs/superviseures des ventes - commerce de détail
Program,C-43901,A,A08,1,33,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-43901,A,A08,4,7,6611,Cashiers,Caissiers/caissières
Program,C-43905,A,A08,2,14,1221,Administrative officers,Agents/agentes d'administration
Program,C-43905,A,A08,2,14,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,C-43905,A,A08,2,14,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services","Entrepreneurs/entrepreneuses et superviseurs/superviseures des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture"
Program,C-43905,A,A08,1,43,8612,Landscaping and grounds maintenance labourers,Manoeuvres en aménagement paysager et en entretien des terrains
Program,C-43905,A,A08,2,14,9617,"Labourers in food, beverage and associated products processing","Manoeuvres dans la transformation des aliments, des boissons et des produits connexes"
Program,C-43906,A,A08,1,49,2225,Landscape and horticulture technicians and specialists,Techniciens/techniciennes et spécialistes de l'aménagement paysager et de l'horticulture
Program,C-43906,A,A08,3,12,7522,Public works maintenance equipment operators and related workers,Conducteurs/conductrices de machinerie d'entretien public et personnel assimilé
Program,C-43906,A,A08,5,2,7612,Other trades helpers and labourers,Autres manoeuvres et aides de soutien de métiers
Program,C-43906,A,A08,4,4,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services","Entrepreneurs/entrepreneuses et superviseurs/superviseures des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture"
Program,C-43906,A,A08,5,2,8422,Silviculture and forestry workers,Ouvriers/ouvrières en sylviculture et en exploitation forestière
Program,C-43906,A,A08,2,17,8612,Landscaping and grounds maintenance labourers,Manoeuvres en aménagement paysager et en entretien des terrains
Program,C-44203,T,T11,1,100,9619,"Other labourers in processing, manufacturing and utilities","Autres manoeuvres des services de transformation, de fabrication et d'utilité publique"
Program,C-44300,T,T12,3,8,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-44300,T,T12,5,3,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-44300,T,T12,2,14,7271,Carpenters,Charpentiers-menuisiers/charpentières-menuisières
Program,C-44300,T,T12,1,32,7272,Cabinetmakers,Ébénistes
Program,C-44300,T,T12,4,5,7441,Residential and commercial installers and servicers,"Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial"
Program,C-44300,T,T12,5,3,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-44300,T,T12,5,3,9534,Furniture finishers and refinishers,Finisseurs/finisseuses et restaurateurs/restauratrices de meubles
Program,C-44403,T,T11,4,5,4313,Non-commissioned ranks of the Canadian Forces,Sous-officiers/sous-officières des Forces canadiennes
Program,C-44403,T,T11,4,5,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-44403,T,T11,4,5,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-44403,T,T11,4,5,7302,"Contractors and supervisors, heavy equipment operator crews",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses des équipes d'opérateurs d'équipement lourd
Program,C-44403,T,T11,4,5,7372,"Drillers and blasters - surface mining, quarrying and construction","Foreurs/foreuses et dynamiteurs/dynamiteuses de mines à ciel ouvert, de carrières et de chantiers de construction"
Program,C-44403,T,T11,4,5,7452,Material handlers,Manutentionnaires
Program,C-44403,T,T11,2,9,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-44403,T,T11,1,16,8411,Underground mine service and support workers,Personnel d'entretien et de soutien des mines souterraines
Program,C-44403,T,T11,3,7,8431,General farm workers,Ouvriers/ouvrières agricoles
Program,C-44403,T,T11,4,5,8612,Landscaping and grounds maintenance labourers,Manoeuvres en aménagement paysager et en entretien des terrains
Program,C-44411,T,T18,3,10,1114,Other financial officers,Autres agents financiers/agentes financières
Program,C-44411,T,T18,3,10,1521,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires
Program,C-44411,T,T18,1,30,2212,Geological and mineral technologists and technicians,Technologues et techniciens/techniciennes en géologie et en minéralogie
Program,C-44411,T,T18,3,10,2264,Construction inspectors,Inspecteurs/inspectrices en construction
Program,C-44411,T,T18,3,10,6731,Light duty cleaners,Préposés/préposées à l'entretien ménager et au nettoyage - travaux légers
Program,C-44411,T,T18,2,20,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-44411,T,T18,3,10,9526,Mechanical assemblers and inspectors,Monteurs/monteuses et contrôleurs/contrôleuses de matériel mécanique
Program,C-44413,T,T18,1,33,2223,Forestry technologists and technicians,Technologues et techniciens/techniciennes en sciences forestières
Program,C-44413,T,T18,1,33,6733,"Janitors, caretakers and building superintendents",Concierges et surintendants/surintendantes d'immeubles
Program,C-44413,T,T18,1,33,7521,Heavy equipment operators (except crane),Conducteurs/conductrices d'équipement lourd (sauf les grues)
Program,C-44700,A,A09,5,3,6322,Cooks,Cuisiniers/cuisinières
Program,C-44700,A,A09,1,13,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-44700,A,A09,4,5,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,C-44700,A,A09,3,8,6611,Cashiers,Caissiers/caissières
Program,C-44700,A,A09,5,3,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,C-44700,A,A09,2,8,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-44701,A,A09,1,100,6611,Cashiers,Caissiers/caissières
Program,C-44702,A,A09,2,5,6322,Cooks,Cuisiniers/cuisinières
Program,C-44702,A,A09,1,13,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-44702,A,A09,2,5,6611,Cashiers,Caissiers/caissières
Program,C-44702,A,A09,2,5,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,C-44702,A,A09,2,5,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-44702,A,A09,2,5,7241,Electricians (except industrial and power system),Électriciens/électriciennes (sauf électriciens industriels/électriciennes industrielles et de réseaux électriques)
Program,C-44702,A,A09,2,5,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-44900,T,T13,3,2,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-44900,T,T13,4,2,7236,Ironworkers,Monteurs/monteuses de charpentes métalliques
Program,C-44900,T,T13,1,55,7237,Welders and related machine operators,Soudeurs/soudeuses et opérateurs/opératrices de machines à souder et à braser
Program,C-44900,T,T13,2,3,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-44900,T,T13,5,2,9619,"Other labourers in processing, manufacturing and utilities","Autres manoeuvres des services de transformation, de fabrication et d'utilité publique"
Program,C-45211,T,T14,1,14,2242,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux)
Program,C-45211,T,T14,1,14,6311,Food service supervisors,Superviseurs/superviseures des services alimentaires
Program,C-45211,T,T14,1,14,6733,"Janitors, caretakers and building superintendents",Concierges et surintendants/surintendantes d'immeubles
Program,C-45211,T,T14,1,14,7271,Carpenters,Charpentiers-menuisiers/charpentières-menuisières
Program,C-45211,T,T14,1,14,7315,Aircraft mechanics and aircraft inspectors,Mécaniciens/mécaniciennes et contrôleurs/contrôleuses d'aéronefs
Program,C-45211,T,T14,1,14,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers","Mécaniciens/mécaniciennes et réparateurs/réparatrices de véhicules automobiles, de camions et d'autobus"
Program,C-45211,T,T14,1,14,7621,Public works and maintenance labourers,Manoeuvres à l'entretien des travaux publics
Program,C-45500,T,T09,4,6,6322,Cooks,Cuisiniers/cuisinières
Program,C-45500,T,T09,3,7,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-45500,T,T09,1,17,7313,Refrigeration and air conditioning mechanics,Mécaniciens/mécaniciennes en réfrigération et en climatisation
Program,C-45500,T,T09,5,5,7441,Residential and commercial installers and servicers,"Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial"
Program,C-45500,T,T09,2,8,7452,Material handlers,Manutentionnaires
Program,C-45500,T,T09,5,5,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-45501,T,T09,3,5,2232,Mechanical engineering technologists and technicians,Technologues et techniciens/techniciennes en génie mécanique
Program,C-45501,T,T09,3,5,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-45501,T,T09,2,26,7253,Gas fitters,Monteurs/monteuses d'installations au gaz
Program,C-45501,T,T09,1,29,7313,Refrigeration and air conditioning mechanics,Mécaniciens/mécaniciennes en réfrigération et en climatisation
Program,C-45501,T,T09,3,5,7441,Residential and commercial installers and servicers,"Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial"
Program,C-45502,T,T09,5,4,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-45502,T,T09,1,13,7253,Gas fitters,Monteurs/monteuses d'installations au gaz
Program,C-45502,T,T09,2,12,7313,Refrigeration and air conditioning mechanics,Mécaniciens/mécaniciennes en réfrigération et en climatisation
Program,C-45502,T,T09,3,6,7331,Oil and solid fuel heating mechanics,Installateurs/installatrices de brûleurs à l'huile et à combustibles solides
Program,C-45502,T,T09,3,6,7441,Residential and commercial installers and servicers,"Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial"
Program,C-45502,T,T09,5,4,7442,Waterworks and gas maintenance workers,Personnel d'entretien des canalisations d'eau et de gaz
Program,C-45502,T,T09,5,4,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-45503,T,T09,1,17,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,C-45503,T,T09,1,17,714,Facility operation and maintenance managers,Directeurs/directrices de l'exploitation et de l'entretien d'immeubles
Program,C-45503,T,T09,1,17,1521,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires
Program,C-45503,T,T09,1,17,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-45503,T,T09,1,17,7235,Structural metal and platework fabricators and fitters,Assembleurs/assembleuses et ajusteurs/ajusteuses de plaques et de charpentes métalliques
Program,C-45503,T,T09,1,17,7294,Painters and decorators (except interior decorators),Peintres et décorateurs/décoratrices (sauf décorateurs/décoratrices d'intérieur)
Program,C-45505,T,T09,3,3,2232,Mechanical engineering technologists and technicians,Technologues et techniciens/techniciennes en génie mécanique
Program,C-45505,T,T09,3,3,6322,Cooks,Cuisiniers/cuisinières
Program,C-45505,T,T09,3,3,6623,Other sales related occupations,Autre personnel assimilé des ventes
Program,C-45505,T,T09,3,3,6731,Light duty cleaners,Préposés/préposées à l'entretien ménager et au nettoyage - travaux légers
Program,C-45505,T,T09,3,3,7232,Tool and die makers,Outilleurs-ajusteurs/outilleuses-ajusteuses
Program,C-45505,T,T09,3,3,7233,Sheet metal workers,Tôliers/tôlières
Program,C-45505,T,T09,3,3,7241,Electricians (except industrial and power system),Électriciens/électriciennes (sauf électriciens industriels/électriciennes industrielles et de réseaux électriques)
Program,C-45505,T,T09,1,31,7253,Gas fitters,Monteurs/monteuses d'installations au gaz
Program,C-45505,T,T09,3,3,7291,Roofers and shinglers,Couvreurs/couvreuses et poseurs/poseuses de bardeaux
Program,C-45505,T,T09,2,14,7313,Refrigeration and air conditioning mechanics,Mécaniciens/mécaniciennes en réfrigération et en climatisation
Program,C-45505,T,T09,3,3,7332,Appliance servicers and repairers,Réparateurs/réparatrices et préposés/préposées à l'entretien d'appareils
Program,C-45505,T,T09,3,3,7441,Residential and commercial installers and servicers,"Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial"
Program,C-45505,T,T09,3,3,7442,Waterworks and gas maintenance workers,Personnel d'entretien des canalisations d'eau et de gaz
Program,C-45505,T,T09,3,3,7452,Material handlers,Manutentionnaires
Program,C-45505,T,T09,3,3,7512,"Bus drivers, subway operators and other transit operators",Conducteurs/conductrices d'autobus et opérateurs/opératrices de métro et autres transports en commun
Program,C-45505,T,T09,3,3,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-45505,T,T09,3,3,8231,Underground production and development miners,"Mineurs/mineuses d'extraction et de préparation, mines souterraines"
Program,C-45505,T,T09,3,3,8431,General farm workers,Ouvriers/ouvrières agricoles
Program,C-45505,T,T09,3,3,8612,Landscaping and grounds maintenance labourers,Manoeuvres en aménagement paysager et en entretien des terrains
Program,C-45505,T,T09,3,3,9412,Foundry workers,Ouvriers/ouvrières de fonderies
Program,C-45505,T,T09,3,3,9521,Aircraft assemblers and aircraft assembly inspectors,Monteurs/monteuses d'aéronefs et contrôleurs/contrôleuses de montage d'aéronefs
Program,C-45550,T,T09,2,8,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations","Superviseurs/superviseures du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires"
Program,C-45550,T,T09,2,8,2253,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin
Program,C-45550,T,T09,2,8,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-45550,T,T09,2,8,6611,Cashiers,Caissiers/caissières
Program,C-45550,T,T09,2,8,6733,"Janitors, caretakers and building superintendents",Concierges et surintendants/surintendantes d'immeubles
Program,C-45550,T,T09,1,31,7441,Residential and commercial installers and servicers,"Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial"
Program,C-45550,T,T09,2,8,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-45550,T,T09,2,8,8431,General farm workers,Ouvriers/ouvrières agricoles
Program,C-45550,T,T09,2,8,9522,"Motor vehicle assemblers, inspectors and testers","Assembleurs/assembleuses, contrôleurs/contrôleuses et vérificateurs/vérificatrices de véhicules automobiles"
Program,C-45550,T,T09,2,8,9523,"Electronics assemblers, fabricators, inspectors and testers","Assembleurs/assembleuses, monteurs/monteuses, contrôleurs/contrôleuses et vérificateurs/vérificatrices de matériel électronique"
Program,C-45613,T,T06,3,5,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-45613,T,T06,5,4,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-45613,T,T06,1,22,7241,Electricians (except industrial and power system),Électriciens/électriciennes (sauf électriciens industriels/électriciennes industrielles et de réseaux électriques)
Program,C-45613,T,T06,4,4,7452,Material handlers,Manutentionnaires
Program,C-45613,T,T06,2,7,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-46401,T,T02,4,6,6322,Cooks,Cuisiniers/cuisinières
Program,C-46401,T,T02,3,8,6732,Specialized cleaners,Nettoyeurs spécialisés/nettoyeuses spécialisées
Program,C-46401,T,T02,2,10,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers","Mécaniciens/mécaniciennes et réparateurs/réparatrices de véhicules automobiles, de camions et d'autobus"
Program,C-46401,T,T02,1,36,7322,Motor vehicle body repairers,Débosseleurs/débosseleuses et réparateurs/réparatrices de carrosserie
Program,C-46401,T,T02,4,6,7452,Material handlers,Manutentionnaires
Program,C-46405,T,T02,5,2,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,C-46405,T,T02,5,2,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-46405,T,T02,3,8,7312,Heavy-duty equipment mechanics,Mécaniciens/mécaniciennes d'équipement lourd
Program,C-46405,T,T02,1,43,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers","Mécaniciens/mécaniciennes et réparateurs/réparatrices de véhicules automobiles, de camions et d'autobus"
Program,C-46405,T,T02,5,2,7322,Motor vehicle body repairers,Débosseleurs/débosseleuses et réparateurs/réparatrices de carrosserie
Program,C-46405,T,T02,5,2,7335,Other small engine and small equipment repairers,Autres réparateurs/réparatrices de petits moteurs et de petits équipements
Program,C-46405,T,T02,5,2,7452,Material handlers,Manutentionnaires
Program,C-46405,T,T02,2,10,7535,Other automotive mechanical installers and servicers,Autres préposés/préposées à la pose et à l'entretien des pièces mécaniques d'automobiles
Program,C-46405,T,T02,4,3,9522,"Motor vehicle assemblers, inspectors and testers","Assembleurs/assembleuses, contrôleurs/contrôleuses et vérificateurs/vérificatrices de véhicules automobiles"
Program,C-46600,T,T14,3,3,2232,Mechanical engineering technologists and technicians,Technologues et techniciens/techniciennes en génie mécanique
Program,C-46600,T,T14,3,3,2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronef"
Program,C-46600,T,T14,3,3,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-46600,T,T14,3,3,7301,"Contractors and supervisors, mechanic trades",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses en mécanique
Program,C-46600,T,T14,1,47,7315,Aircraft mechanics and aircraft inspectors,Mécaniciens/mécaniciennes et contrôleurs/contrôleuses d'aéronefs
Program,C-46600,T,T14,2,8,9521,Aircraft assemblers and aircraft assembly inspectors,Monteurs/monteuses d'aéronefs et contrôleurs/contrôleuses de montage d'aéronefs
Program,C-46600,T,T14,3,3,9522,"Motor vehicle assemblers, inspectors and testers","Assembleurs/assembleuses, contrôleurs/contrôleuses et vérificateurs/vérificatrices de véhicules automobiles"
Program,C-46600,T,T14,3,3,9535,"Plastic products assemblers, finishers and inspectors","Assembleurs/assembleuses, finisseurs/finisseuses et contrôleurs/contrôleuses de produits en plastique"
Program,C-46704,T,T02,4,3,7452,Material handlers,Manutentionnaires
Program,C-46704,T,T02,5,3,7511,Transport truck drivers,Conducteurs/conductrices de camions de transport
Program,C-46704,T,T02,1,41,7521,Heavy equipment operators (except crane),Conducteurs/conductrices d'équipement lourd (sauf les grues)
Program,C-46704,T,T02,2,8,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-46704,T,T02,5,3,8431,General farm workers,Ouvriers/ouvrières agricoles
Program,C-46704,T,T02,3,6,8612,Landscaping and grounds maintenance labourers,Manoeuvres en aménagement paysager et en entretien des terrains
Program,C-46705,T,T02,1,46,7312,Heavy-duty equipment mechanics,Mécaniciens/mécaniciennes d'équipement lourd
Program,C-46705,T,T02,2,20,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers","Mécaniciens/mécaniciennes et réparateurs/réparatrices de véhicules automobiles, de camions et d'autobus"
Program,C-46705,T,T02,4,2,7521,Heavy equipment operators (except crane),Conducteurs/conductrices d'équipement lourd (sauf les grues)
Program,C-46705,T,T02,3,4,7535,Other automotive mechanical installers and servicers,Autres préposés/préposées à la pose et à l'entretien des pièces mécaniques d'automobiles
Program,C-46705,T,T02,5,2,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-47000,T,T09,1,100,6322,Cooks,Cuisiniers/cuisinières
Program,C-47100,T,T02,4,2,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations","Superviseurs/superviseures du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires"
Program,C-47100,T,T02,4,2,1521,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires
Program,C-47100,T,T02,4,2,1522,Storekeepers and partspersons,Magasiniers/magasinières et commis aux pièces
Program,C-47100,T,T02,4,2,2242,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux)
Program,C-47100,T,T02,4,2,2243,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels
Program,C-47100,T,T02,4,2,4313,Non-commissioned ranks of the Canadian Forces,Sous-officiers/sous-officières des Forces canadiennes
Program,C-47100,T,T02,4,2,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-47100,T,T02,4,2,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,C-47100,T,T02,4,2,6611,Cashiers,Caissiers/caissières
Program,C-47100,T,T02,4,2,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-47100,T,T02,4,2,7241,Electricians (except industrial and power system),Électriciens/électriciennes (sauf électriciens industriels/électriciennes industrielles et de réseaux électriques)
Program,C-47100,T,T02,4,2,7301,"Contractors and supervisors, mechanic trades",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses en mécanique
Program,C-47100,T,T02,4,2,7312,Heavy-duty equipment mechanics,Mécaniciens/mécaniciennes d'équipement lourd
Program,C-47100,T,T02,4,2,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers","Mécaniciens/mécaniciennes et réparateurs/réparatrices de véhicules automobiles, de camions et d'autobus"
Program,C-47100,T,T02,4,2,7331,Oil and solid fuel heating mechanics,Installateurs/installatrices de brûleurs à l'huile et à combustibles solides
Program,C-47100,T,T02,4,2,7333,Electrical mechanics,Électromécaniciens/électromécaniciennes
Program,C-47100,T,T02,1,31,7334,"Motorcycle, all-terrain vehicle and other related mechanics","Mécaniciens/mécaniciennes de motocyclettes, de véhicules tout-terrain et personnel mécanicien assimilé"
Program,C-47100,T,T02,3,5,7335,Other small engine and small equipment repairers,Autres réparateurs/réparatrices de petits moteurs et de petits équipements
Program,C-47100,T,T02,2,7,7452,Material handlers,Manutentionnaires
