#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,COLL_RGN_CD,COLL_CD,NAICS_CODE_RANK,NAICS_CODE_PERCENTAGE,NAICS_CODE,NAICS_DESCRIPTION_ENGLISH,NAICS_DESCRIPTION_FRENCH
Program,D-50513,B,B01,-1,-1,3,6,561,Administrative and support services,Services administratifs et services de soutien
Program,D-50513,B,B01,-1,-1,4,3,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,D-50513,B,B01,-1,-1,5,2,221,Utilities,Services publics
Program,D-50513,B,B01,-1,-1,5,2,443,Electronics and appliance stores,Magasins d'appareils électroniques et ménagers
Program,D-50513,B,B01,-1,-1,5,2,452,General merchandise stores,Magasins de marchandises diverses
Program,D-50513,B,B01,-1,-1,5,2,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,D-50513,B,B01,-1,-1,5,2,611,Educational services,Services d'enseignement
Program,D-50513,B,B01,-1,-1,5,2,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,G-70501,B,B01,-1,-1,1,60,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-70501,B,B01,-1,-1,2,17,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,G-70501,B,B01,-1,-1,3,5,334,Computer and electronic product manufacturing,Fabrication de produits informatiques et électroniques
Program,G-70501,B,B01,-1,-1,4,2,323,Printing and related support activities,Impression et activités connexes de soutien
Program,G-70501,B,B01,-1,-1,4,2,335,"Electrical equipment, appliance and component manufacturing","Fabrication de matériel, d'appareils et de composants électriques"
Program,G-70501,B,B01,-1,-1,4,2,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Program,G-70501,B,B01,-1,-1,4,2,419,"Business-to-business electronic markets, and agents and brokers","Commerce électronique de gros entre entreprises, et agents et courtiers"
Program,G-70501,B,B01,-1,-1,4,2,441,Motor vehicle and parts dealers,Concessionnaires de véhicules et de pièces automobiles
Program,G-70501,B,B01,-1,-1,4,2,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,G-70501,B,B01,-1,-1,4,2,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,G-70501,B,B01,-1,-1,4,2,911,Federal government public administration,Administration publique fédérale
Program,G-70502,B,B01,-1,-1,1,32,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-70502,B,B01,-1,-1,2,24,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,G-70502,B,B01,-1,-1,3,8,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,G-70502,B,B01,-1,-1,4,5,611,Educational services,Services d'enseignement
Program,G-70502,B,B01,-1,-1,5,3,315,Clothing manufacturing,Fabrication de vêtements
Program,G-70502,B,B01,-1,-1,5,3,446,Health and personal care stores,Magasins de produits de santé et de soins personnels
Program,G-70502,B,B01,-1,-1,5,3,481,Air transportation,Transport aérien
Program,G-70502,B,B01,-1,-1,5,3,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,G-70502,B,B01,-1,-1,5,3,518,"Data processing, hosting, and related services","Traitement de données, hébergement de données et services connexes"
Program,G-70502,B,B01,-1,-1,5,3,523,"Securities, commodity contracts, and other financial investment and related activities","Valeurs mobilières, contrats de marchandises et autres activités d'investissement financier connexes"
Program,G-70502,B,B01,-1,-1,5,3,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,G-70502,B,B01,-1,-1,5,3,622,Hospitals,Hôpitaux
Program,G-70502,B,B01,-1,-1,5,3,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,G-70502,B,B01,-1,-1,5,3,721,Accommodation services,Services d'hébergement
Program,G-70502,B,B01,-1,-1,5,3,722,Food services and drinking places,Services de restauration et débits de boissons
Program,G-70502,B,B01,-1,-1,5,3,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,G-70512,B,B01,-1,-1,1,61,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-70512,B,B01,-1,-1,2,13,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,G-70512,B,B01,-1,-1,3,6,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,G-70512,B,B01,-1,-1,3,6,517,Telecommunications,Télécommunications
Program,G-70512,B,B01,-1,-1,5,3,323,Printing and related support activities,Impression et activités connexes de soutien
Program,G-70512,B,B01,-1,-1,5,3,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Program,G-70512,B,B01,-1,-1,5,3,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,G-70512,B,B01,-1,-1,5,3,562,Waste management and remediation services,Services de gestion des déchets et d'assainissement
Program,G-70513,B,B01,-1,-1,1,50,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-70513,B,B01,-1,-1,2,20,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,G-70513,B,B01,-1,-1,3,10,419,"Business-to-business electronic markets, and agents and brokers","Commerce électronique de gros entre entreprises, et agents et courtiers"
Program,G-70513,B,B01,-1,-1,3,10,519,Other information services,Autres services d'information
Program,G-70513,B,B01,-1,-1,3,10,813,"Religious, grant-making, civic, and professional and similar organizations","Organismes religieux, fondations, groupes de citoyens et organisations professionnelles et similaires"
Program,G-70516,B,B01,-1,-1,1,69,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-70516,B,B01,-1,-1,2,6,611,Educational services,Services d'enseignement
Program,G-70516,B,B01,-1,-1,3,5,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,G-70516,B,B01,-1,-1,3,5,561,Administrative and support services,Services administratifs et services de soutien
Program,G-70516,B,B01,-1,-1,5,3,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,G-70516,B,B01,-1,-1,5,3,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,G-70517,B,B01,-1,-1,1,67,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-70517,B,B01,-1,-1,2,6,561,Administrative and support services,Services administratifs et services de soutien
Program,G-70517,B,B01,-1,-1,3,4,523,"Securities, commodity contracts, and other financial investment and related activities","Valeurs mobilières, contrats de marchandises et autres activités d'investissement financier connexes"
Program,G-70517,B,B01,-1,-1,4,3,519,Other information services,Autres services d'information
Program,G-70517,B,B01,-1,-1,4,3,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,G-70519,B,B01,-1,-1,1,100,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,B-81643,B,B02,-1,-1,1,42,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,B-81643,B,B02,-1,-1,2,21,622,Hospitals,Hôpitaux
Program,B-81643,B,B02,-1,-1,3,16,561,Administrative and support services,Services administratifs et services de soutien
Program,B-81643,B,B02,-1,-1,3,16,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,B-81643,B,B02,-1,-1,5,5,334,Computer and electronic product manufacturing,Fabrication de produits informatiques et électroniques
Program,C-42308,B,B02,-1,-1,1,100,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,C-42320,B,B02,-1,-1,1,94,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,C-42320,B,B02,-1,-1,2,1,236,Construction of buildings,Construction de bâtiments
Program,C-42320,B,B02,-1,-1,2,1,452,General merchandise stores,Magasins de marchandises diverses
Program,C-42320,B,B02,-1,-1,2,1,611,Educational services,Services d'enseignement
Program,C-42320,B,B02,-1,-1,2,1,721,Accommodation services,Services d'hébergement
Program,D-50222,B,B02,-1,-1,1,43,622,Hospitals,Hôpitaux
Program,D-50222,B,B02,-1,-1,2,41,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,D-50222,B,B02,-1,-1,3,4,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,D-50222,B,B02,-1,-1,3,4,611,Educational services,Services d'enseignement
Program,D-50222,B,B02,-1,-1,5,2,334,Computer and electronic product manufacturing,Fabrication de produits informatiques et électroniques
Program,D-50222,B,B02,-1,-1,5,2,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Program,D-50222,B,B02,-1,-1,5,2,484,Truck transportation,Transport par camion
Program,D-50222,B,B02,-1,-1,5,2,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-50222,B,B02,-1,-1,5,2,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Program,D-51643,B,B02,-1,-1,1,56,622,Hospitals,Hôpitaux
Program,D-51643,B,B02,-1,-1,2,24,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,D-51643,B,B02,-1,-1,3,5,611,Educational services,Services d'enseignement
Program,D-51643,B,B02,-1,-1,3,5,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Program,D-51643,B,B02,-1,-1,5,2,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,D-51643,B,B02,-1,-1,5,2,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-51643,B,B02,-1,-1,5,2,624,Social assistance,Assistance sociale
Program,D-52308,B,B02,-1,-1,1,50,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,D-52308,B,B02,-1,-1,2,24,622,Hospitals,Hôpitaux
Program,D-52308,B,B02,-1,-1,3,4,611,Educational services,Services d'enseignement
Program,D-52308,B,B02,-1,-1,4,3,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-52308,B,B02,-1,-1,5,2,561,Administrative and support services,Services administratifs et services de soutien
Program,G-71643,B,B02,-1,-1,1,47,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-71643,B,B02,-1,-1,2,35,622,Hospitals,Hôpitaux
Program,G-71643,B,B02,-1,-1,3,12,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,G-71643,B,B02,-1,-1,4,6,813,"Religious, grant-making, civic, and professional and similar organizations","Organismes religieux, fondations, groupes de citoyens et organisations professionnelles et similaires"
Program,C-42305,B,B03,-1,-1,1,67,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,C-42305,B,B03,-1,-1,2,20,561,Administrative and support services,Services administratifs et services de soutien
Program,C-42305,B,B03,-1,-1,3,13,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-52306,B,B03,-1,-1,1,82,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-52306,B,B03,-1,-1,2,3,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,D-52306,B,B03,-1,-1,3,2,561,Administrative and support services,Services administratifs et services de soutien
Program,D-52306,B,B03,-1,-1,4,2,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,D-52306,B,B03,-1,-1,4,2,531,Real estate,Services immobiliers
Program,C-42304,B,B04,-1,-1,1,100,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,C-42313,B,B04,-1,-1,1,21,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,C-42313,B,B04,-1,-1,2,8,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,C-42313,B,B04,-1,-1,3,7,611,Educational services,Services d'enseignement
Program,C-42313,B,B04,-1,-1,4,5,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,C-42313,B,B04,-1,-1,5,4,561,Administrative and support services,Services administratifs et services de soutien
Program,D-52313,B,B04,-1,-1,1,11,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,D-52313,B,B04,-1,-1,2,9,622,Hospitals,Hôpitaux
Program,D-52313,B,B04,-1,-1,3,7,624,Social assistance,Assistance sociale
Program,D-52313,B,B04,-1,-1,3,7,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,D-52313,B,B04,-1,-1,5,5,221,Utilities,Services publics
Program,D-52313,B,B04,-1,-1,5,5,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-52313,B,B04,-1,-1,5,5,611,Educational services,Services d'enseignement
Program,D-52313,B,B04,-1,-1,5,5,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Program,D-52316,B,B04,-1,-1,1,15,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-52316,B,B04,-1,-1,2,12,611,Educational services,Services d'enseignement
Program,D-52316,B,B04,-1,-1,3,6,561,Administrative and support services,Services administratifs et services de soutien
Program,D-52316,B,B04,-1,-1,4,5,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,D-52316,B,B04,-1,-1,5,5,911,Federal government public administration,Administration publique fédérale
Program,D-52330,B,B04,-1,-1,1,18,236,Construction of buildings,Construction de bâtiments
Program,D-52330,B,B04,-1,-1,2,9,321,Wood product manufacturing,Fabrication de produits en bois
Program,D-52330,B,B04,-1,-1,2,9,333,Machinery manufacturing,Fabrication de machines
Program,D-52330,B,B04,-1,-1,2,9,413,"Food, beverage and tobacco merchant wholesalers","Grossistes-marchands de produits alimentaires, de boissons et de tabac"
Program,D-52330,B,B04,-1,-1,2,9,484,Truck transportation,Transport par camion
Program,D-52330,B,B04,-1,-1,2,9,493,Warehousing and storage,Entreposage
Program,D-52330,B,B04,-1,-1,2,9,611,Educational services,Services d'enseignement
Program,D-52330,B,B04,-1,-1,2,9,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,D-52330,B,B04,-1,-1,2,9,911,Federal government public administration,Administration publique fédérale
Program,D-52330,B,B04,-1,-1,2,9,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,A-63107,B,B05,-1,-1,1,62,722,Food services and drinking places,Services de restauration et débits de boissons
Program,A-63107,B,B05,-1,-1,2,15,445,Food and beverage stores,Magasins d'alimentation
Program,A-63107,B,B05,-1,-1,3,8,413,"Food, beverage and tobacco merchant wholesalers","Grossistes-marchands de produits alimentaires, de boissons et de tabac"
Program,A-63107,B,B05,-1,-1,3,8,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,A-63107,B,B05,-1,-1,3,8,721,Accommodation services,Services d'hébergement
Program,A-63111,B,B05,-1,-1,1,50,611,Educational services,Services d'enseignement
Program,A-63111,B,B05,-1,-1,1,50,722,Food services and drinking places,Services de restauration et débits de boissons
Program,C-43106,B,B05,-1,-1,1,43,722,Food services and drinking places,Services de restauration et débits de boissons
Program,C-43106,B,B05,-1,-1,2,28,311,Food manufacturing,Fabrication d'aliments
Program,C-43106,B,B05,-1,-1,3,18,445,Food and beverage stores,Magasins d'alimentation
Program,C-43106,B,B05,-1,-1,4,4,721,Accommodation services,Services d'hébergement
Program,C-43106,B,B05,-1,-1,5,2,452,General merchandise stores,Magasins de marchandises diverses
Program,C-43107,B,B05,-1,-1,1,71,722,Food services and drinking places,Services de restauration et débits de boissons
Program,C-43107,B,B05,-1,-1,2,9,721,Accommodation services,Services d'hébergement
Program,C-43107,B,B05,-1,-1,3,4,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Program,C-43107,B,B05,-1,-1,4,4,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,C-43107,B,B05,-1,-1,5,3,445,Food and beverage stores,Magasins d'alimentation
Program,D-53104,B,B05,-1,-1,1,40,722,Food services and drinking places,Services de restauration et débits de boissons
Program,D-53104,B,B05,-1,-1,2,36,311,Food manufacturing,Fabrication d'aliments
Program,D-53104,B,B05,-1,-1,3,12,445,Food and beverage stores,Magasins d'alimentation
Program,D-53104,B,B05,-1,-1,4,5,721,Accommodation services,Services d'hébergement
Program,D-53104,B,B05,-1,-1,5,4,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,D-53107,B,B05,-1,-1,1,67,722,Food services and drinking places,Services de restauration et débits de boissons
Program,D-53107,B,B05,-1,-1,2,12,721,Accommodation services,Services d'hébergement
Program,D-53107,B,B05,-1,-1,3,6,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,D-53107,B,B05,-1,-1,4,3,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Program,D-53107,B,B05,-1,-1,5,2,311,Food manufacturing,Fabrication d'aliments
Program,G-71112,B,B05,-1,-1,1,60,722,Food services and drinking places,Services de restauration et débits de boissons
Program,G-71112,B,B05,-1,-1,2,20,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,G-71112,B,B05,-1,-1,2,20,721,Accommodation services,Services d'hébergement
Program,G-73107,B,B05,-1,-1,1,76,722,Food services and drinking places,Services de restauration et débits de boissons
Program,G-73107,B,B05,-1,-1,2,15,721,Accommodation services,Services d'hébergement
Program,G-73107,B,B05,-1,-1,3,5,911,Federal government public administration,Administration publique fédérale
Program,G-73107,B,B05,-1,-1,4,2,561,Administrative and support services,Services administratifs et services de soutien
Program,G-73107,B,B05,-1,-1,4,2,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,G-73109,B,B05,-1,-1,1,50,721,Accommodation services,Services d'hébergement
Program,G-73109,B,B05,-1,-1,1,50,722,Food services and drinking places,Services de restauration et débits de boissons
Program,A-60200,B,B06,-1,-1,1,14,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,A-60200,B,B06,-1,-1,2,8,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,A-60200,B,B06,-1,-1,3,5,561,Administrative and support services,Services administratifs et services de soutien
Program,A-60200,B,B06,-1,-1,4,5,722,Food services and drinking places,Services de restauration et débits de boissons
Program,A-60200,B,B06,-1,-1,5,4,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,A-60202,B,B06,-1,-1,1,19,488,Support activities for transportation,Activités de soutien au transport
Program,A-60202,B,B06,-1,-1,2,8,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,A-60202,B,B06,-1,-1,3,7,911,Federal government public administration,Administration publique fédérale
Program,A-60202,B,B06,-1,-1,4,6,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,A-60202,B,B06,-1,-1,5,4,419,"Business-to-business electronic markets, and agents and brokers","Commerce électronique de gros entre entreprises, et agents et courtiers"
Program,A-60202,B,B06,-1,-1,5,4,443,Electronics and appliance stores,Magasins d'appareils électroniques et ménagers
Program,A-60202,B,B06,-1,-1,5,4,611,Educational services,Services d'enseignement
Program,A-60202,B,B06,-1,-1,5,4,722,Food services and drinking places,Services de restauration et débits de boissons
Program,A-60204,B,B06,-1,-1,1,84,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,A-60204,B,B06,-1,-1,2,4,451,"Sporting goods, hobby, book and music stores","Magasins d'articles de sport, d'articles de passe-temps, d'articles de musique et de livres"
Program,A-60204,B,B06,-1,-1,3,2,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,A-60204,B,B06,-1,-1,4,1,339,Miscellaneous manufacturing,Activités diverses de fabrication
Program,A-60204,B,B06,-1,-1,4,1,442,Furniture and home furnishings stores,Magasins de meubles et d'accessoires de maison
Program,A-60204,B,B06,-1,-1,4,1,443,Electronics and appliance stores,Magasins d'appareils électroniques et ménagers
Program,A-60204,B,B06,-1,-1,4,1,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,A-60204,B,B06,-1,-1,4,1,532,Rental and leasing services,Services de location et de location à bail
Program,A-60204,B,B06,-1,-1,4,1,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,A-60204,B,B06,-1,-1,4,1,611,Educational services,Services d'enseignement
Program,A-60204,B,B06,-1,-1,4,1,722,Food services and drinking places,Services de restauration et débits de boissons
Program,A-60204,B,B06,-1,-1,4,1,813,"Religious, grant-making, civic, and professional and similar organizations","Organismes religieux, fondations, groupes de citoyens et organisations professionnelles et similaires"
Program,A-62804,B,B06,-1,-1,1,63,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,A-62804,B,B06,-1,-1,2,25,523,"Securities, commodity contracts, and other financial investment and related activities","Valeurs mobilières, contrats de marchandises et autres activités d'investissement financier connexes"
Program,A-62804,B,B06,-1,-1,3,8,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,A-62804,B,B06,-1,-1,4,4,238,Specialty trade contractors,Entrepreneurs spécialisés
Program,B-80200,B,B06,-1,-1,1,33,611,Educational services,Services d'enseignement
Program,B-80200,B,B06,-1,-1,2,17,417,"Machinery, equipment and supplies merchant wholesalers","Grossistes-marchands de machines, de matériel et de fournitures"
Program,B-80200,B,B06,-1,-1,2,17,443,Electronics and appliance stores,Magasins d'appareils électroniques et ménagers
Program,B-80200,B,B06,-1,-1,2,17,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,B-80200,B,B06,-1,-1,2,17,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,B-80202,B,B06,-1,-1,1,8,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,B-80202,B,B06,-1,-1,1,8,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,B-80202,B,B06,-1,-1,3,6,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,B-80202,B,B06,-1,-1,4,5,334,Computer and electronic product manufacturing,Fabrication de produits informatiques et électroniques
Program,B-80202,B,B06,-1,-1,5,4,445,Food and beverage stores,Magasins d'alimentation
Program,B-80202,B,B06,-1,-1,5,4,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,B-80202,B,B06,-1,-1,5,4,484,Truck transportation,Transport par camion
Program,B-80202,B,B06,-1,-1,5,4,561,Administrative and support services,Services administratifs et services de soutien
Program,B-80202,B,B06,-1,-1,5,4,611,Educational services,Services d'enseignement
Program,B-80202,B,B06,-1,-1,5,4,911,Federal government public administration,Administration publique fédérale
Program,B-80203,B,B06,-1,-1,1,11,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,B-80203,B,B06,-1,-1,1,11,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,B-80203,B,B06,-1,-1,1,11,911,Federal government public administration,Administration publique fédérale
Program,B-80203,B,B06,-1,-1,4,7,312,Beverage and tobacco product manufacturing,Fabrication de boissons et de produits du tabac
Program,B-80203,B,B06,-1,-1,4,7,444,Building material and garden equipment and supplies dealers,Marchands de matériaux de construction et de matériel et fournitures de jardinage
Program,B-80203,B,B06,-1,-1,4,7,531,Real estate,Services immobiliers
Program,B-82220,B,B06,-1,-1,1,83,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,B-82220,B,B06,-1,-1,2,6,451,"Sporting goods, hobby, book and music stores","Magasins d'articles de sport, d'articles de passe-temps, d'articles de musique et de livres"
Program,B-82220,B,B06,-1,-1,2,6,523,"Securities, commodity contracts, and other financial investment and related activities","Valeurs mobilières, contrats de marchandises et autres activités d'investissement financier connexes"
Program,B-82220,B,B06,-1,-1,2,6,721,Accommodation services,Services d'hébergement
Program,C-40200,B,B06,-1,-1,1,20,624,Social assistance,Assistance sociale
Program,C-40200,B,B06,-1,-1,2,10,238,Specialty trade contractors,Entrepreneurs spécialisés
Program,C-40200,B,B06,-1,-1,2,10,321,Wood product manufacturing,Fabrication de produits en bois
Program,C-40200,B,B06,-1,-1,2,10,417,"Machinery, equipment and supplies merchant wholesalers","Grossistes-marchands de machines, de matériel et de fournitures"
Program,C-40200,B,B06,-1,-1,2,10,442,Furniture and home furnishings stores,Magasins de meubles et d'accessoires de maison
Program,C-40200,B,B06,-1,-1,2,10,611,Educational services,Services d'enseignement
Program,C-40200,B,B06,-1,-1,2,10,721,Accommodation services,Services d'hébergement
Program,C-40200,B,B06,-1,-1,2,10,722,Food services and drinking places,Services de restauration et débits de boissons
Program,C-40200,B,B06,-1,-1,2,10,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,C-40208,B,B06,-1,-1,1,10,445,Food and beverage stores,Magasins d'alimentation
Program,C-40208,B,B06,-1,-1,1,10,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,C-40208,B,B06,-1,-1,1,10,561,Administrative and support services,Services administratifs et services de soutien
Program,C-40208,B,B06,-1,-1,4,8,722,Food services and drinking places,Services de restauration et débits de boissons
Program,C-40208,B,B06,-1,-1,5,5,447,Gasoline stations,Stations-service
Program,C-40208,B,B06,-1,-1,5,5,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,C-40208,B,B06,-1,-1,5,5,811,Repair and maintenance,Réparation et entretien
Program,C-40214,B,B06,-1,-1,1,50,444,Building material and garden equipment and supplies dealers,Marchands de matériaux de construction et de matériel et fournitures de jardinage
Program,C-40214,B,B06,-1,-1,1,50,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,D-50200,B,B06,-1,-1,1,9,722,Food services and drinking places,Services de restauration et débits de boissons
Program,D-50200,B,B06,-1,-1,2,8,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,D-50200,B,B06,-1,-1,3,6,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-50200,B,B06,-1,-1,4,5,561,Administrative and support services,Services administratifs et services de soutien
Program,D-50200,B,B06,-1,-1,5,4,445,Food and beverage stores,Magasins d'alimentation
Program,D-50202,B,B06,-1,-1,1,13,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-50202,B,B06,-1,-1,2,9,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,D-50202,B,B06,-1,-1,3,8,722,Food services and drinking places,Services de restauration et débits de boissons
Program,D-50202,B,B06,-1,-1,4,5,561,Administrative and support services,Services administratifs et services de soutien
Program,D-50202,B,B06,-1,-1,5,4,419,"Business-to-business electronic markets, and agents and brokers","Commerce électronique de gros entre entreprises, et agents et courtiers"
Program,D-50202,B,B06,-1,-1,5,4,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,D-50202,B,B06,-1,-1,5,4,488,Support activities for transportation,Activités de soutien au transport
Program,D-50217,B,B06,-1,-1,1,100,454,Non-store retailers,Détaillants hors magasin
Program,D-50251,B,B06,-1,-1,1,45,488,Support activities for transportation,Activités de soutien au transport
Program,D-50251,B,B06,-1,-1,2,11,492,Couriers and messengers,Messageries et services de messagers
Program,D-50251,B,B06,-1,-1,3,7,484,Truck transportation,Transport par camion
Program,D-50251,B,B06,-1,-1,4,5,493,Warehousing and storage,Entreposage
Program,D-50251,B,B06,-1,-1,5,4,419,"Business-to-business electronic markets, and agents and brokers","Commerce électronique de gros entre entreprises, et agents et courtiers"
Program,D-52805,B,B06,-1,-1,1,53,531,Real estate,Services immobiliers
Program,D-52805,B,B06,-1,-1,2,39,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-52805,B,B06,-1,-1,3,3,722,Food services and drinking places,Services de restauration et débits de boissons
Program,D-52805,B,B06,-1,-1,3,3,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,D-52805,B,B06,-1,-1,5,2,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,G-70200,B,B06,-1,-1,1,19,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-70200,B,B06,-1,-1,2,10,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,G-70200,B,B06,-1,-1,3,7,452,General merchandise stores,Magasins de marchandises diverses
Program,G-70200,B,B06,-1,-1,3,7,523,"Securities, commodity contracts, and other financial investment and related activities","Valeurs mobilières, contrats de marchandises et autres activités d'investissement financier connexes"
